Car Name,Special Hook,Description,Sold For,Bid Count,Comment Count,Price Category,Auto Biography
1988 Mercedes-Benz 420 SE (W 126),"Deutsche Erstauslieferung, seltene Kurzversion des 420ers, Scheckheft mit originaler Kaufrechnung und voller Dokumentation, gepflegter Originalzustand, umfangreicher Service, H-Kennzeichen, aktueller TÜV","Die Baureihe 126 galt in den 1980er Jahren als Oberklasselimousine und Luxussymbol. Der 126er wurde seinerzeit zur Fahrzeug-Ikone der bundesdeutschen Politik und Wirtschaft. Insgesamt wurden fast 900.000 Exemplare produziert. Im Oberklasse-Segment war die Baureihe 126 unangefochtener Weltmarktführer, bis heute ist sie die meistgebaute Oberklasselimousine. Der hier vorgestellte 420 SE ist mit gerade einmal 13.996 ausgelieferten Fahrzeugen vergleichsweise selten unter den W 126 Modellen.
Der 420 SE kann in Königswinter besichtigt werden. ",verkauft für 16.900 €,20 Gebote,2 Kommentare,Einsteigerfreundlich,Der 420 SE wurde im Mercedes-Benz Werk Sindelfingen produziert und am 7. Juni 1988 ausgeliefert. Die erste Anmeldung für den Straßenverkehr erfolgte am 08.06.1988. Erstbesitzer war eine Kaufhausgesellschaft in Diepholz. Laut Vorbesitzer - eine Privatperson aus Deutschland - gab es einen weiteren Besitzer in Holland. Im November 2018 erwarb der aktuelle Besitzer das Fahrzeug.
Kein Mindestpreis: 1998 Jaguar XJ8 (XJ 308),"Italienische Erstauslieferung, seltene Farbkombination, geringe Laufleistung, kommender Klassiker, Aktueller TÜV","## Jaguar - muss man mehr sagen? Die weiße Katze vermittelt schon im Stand Rasse und Dynamik. Ein würdiger Vertreter der von 1968 bis 2013 gebauten XJ-Reihe, die noch von dem legendären Firmengründer Sir William Lyons mitgestaltet wurde. Ein gepflegtes Fahrzeug in unfallfreiem Originalzustand, das alles hat, was man von einem Oberklassefahrzeug der Briten erwarten darf: Holz, Leder und die unnachahmliche Club-Atmosphäre englischer Fahrzeuge. Einsteigen, starten - und genießen! Die Straße ist sein Revier, in dem er seine Kraft und Eleganz entfalten kann.
Der Jaguar XJ8 kann in Bonn besichtigt werden. ",verkauft für 6.800 €,24 Gebote,0 Kommentare,Einsteigerfreundlich,Der Jaguar wurde 1998 erstmalig in Italien zugelassen. Leider ist die dortige Historie nicht weiter bekannt. Das Fahrzeug wurde dann 2020/2021 durch den letzten Besitzer nach Deutschland importiert.
1972 Toyota Crown 2600 Custom Station Wagon (MS63),"Rechtslenker, Extrem seltene Kombi-Version, nachvollziehbare Historie, Originalzustand mit schöner Patina, TÜV Neu","Der Toyota Crown dürfte auf dem europäischen Markt ein echter Exot sein -- umso mehr als Kombi-Version. Im Land der aufgehenden Sonne hört das Toyota-Flaggschiff aber bereits seit 1955 auf den Namen Crown und wird bis heute in der nun 16. Generation für Asien produziert. Die mit einer bemerkenswerten Ausstattung aufwartende Modellreihe erschien erst seit 1980 auch auf dem deutschen Markt. Leider war dem Wagen der oberen Mittelklasse hier kein Erfolg beschieden, sodass der Crown schon 1993 wieder aus Europa verschwand. Das hier vorgestellte Fahrzeug aus dem Jahr 1972 ist also ein echtes Einhorn und überzeugt durch seinen original erhaltenen japanischen ""Barockstil"" mit viel Chrom und Chic. Der auch als Estate bezeichnete Kombi überrascht mit vielen kleinen Details, viel Platz im Innenraum und robuster Mechanik. Der Rechtslenker war zuletzt bis Juli 2022 in Irland zugelassen und verfügt als ""Custom"" über eine dritte Sitzreihe. Auf Wunsch kann ein neuer TÜV mit H-Zulassung durchgeführt werden.
Der Toyota Crown 2600 Custom Station Wagon kann in Bonn besichtigt werden. ",verkauft für 12.500 €,5 Gebote,0 Kommentare,Einsteigerfreundlich,"Der Toyota Crown 2600 Custom wurde, belegt durch den Hersteller, im Jahr 1972 hergestellt. Die erste Anmeldung für den Straßenverkehr erfolgte in Großbritannien im Jahr 1973. Dort wurde das Kfz zum Großteil in London bewegt, bis es 2005 nach Irland exportiert wurde. Seit dieser Zeit wurde der Wagen nur 5000 Meilen bewegt. Der vorletzte Eigentümer erwarb den Kombi im Jahr 2009 und stellte ihn in eine beheizte Garage. Seit 2019 befindet sich der Toyota in deutscher Sammlerhand. Nur bei trockenem Wetter wurde der Toyota gelegentlich bewegt."
1962 Volkswagen T1 Pritschenwagen (Typ 261),"Deutsche Produktion, Luftgekühlter Boxermotor, fahrbereites Restaurationsobjekt","Die geteilte ausstellbare Frontscheibe, der puristische und kernige Motorsound des 1.2 Liter Boxermotors sowie nicht zuletzt die unverwechselbare Karosserieform machen ihn zu einer Ikone unter den Nutzfahrzeugen: der T1. Wie der Großteil aller Nutzfahrzeugen aus den 50er- und 60er-Jahren, wurden auch die meisten dieser Pritschenfahrzeuge nach der Außerdienststellung verschrottet, wodurch heute nur noch ein sehr kleiner Anteil existiert. Dieser T1 Pritschenwagen Typ 261 wurde 1962 im VW-Werk in Deutschland fertiggestellt und anschließend exportiert. Es handelt sich somit um ein Fahrzeug nach Spezifikationen der deutschen und nicht einer südamerikanischen Produktion. 2022 erfolgte der Re-Import aus Südamerika zurück nach Deutschland. Der Pritschenwagen ist fahrbereit und stellt eine gute Basis als Restaurationsobjekt dar. Auf Wunsch kann zusätzlich eine Vollabnahme und H-Zulassung durchgeführt werden.
Der T1 Pritschenwagen kann in Düsseldorf besichtigt werden. ",verkauft für 19.000 €,15 Gebote,2 Kommentare,Einsteigerfreundlich,"Der T1 Pritschenwagen wurde am 24. März 1962 in Deutschland fertig produziert, am 30. März ausgeliefert und 1963 erstmalig für den Straßenverkehr zugelassen. Er wurde nach Südamerika exportiert. 2021 kaufte der aktuelle Besitzer den T1 von einer Privatperson und reimportierte ihn anschließend Ende 2022 von Uruguay nach Deutschland."
1981 Audi Quattro (Typ 85),"Deutsche Erstauslieferung, „Ur-Quattro"", Pionier der Audi-Rallye-Erfolgsstory, 5-Zylinder-Turbo-Motor, pneumatische Differenzialsperre, Schiebedach, sportlich leicht modifiziert (Edelstahl-Auspuffanlage von Fox, etc.), authentischer 80er-Jahre Vibe","Dieser Audi Quattro des Typ 85, auch Ur-Quattro, ist ein heißes Eisen - zum Anfang der 80er hergestellt, ist er mit zeittypischem Design ein beliebter Repräsentant dieser legendären Zeit, auch insbesondere im Rallye-Sport, den Audi mit seiner Allradtechnologie maßgeblich prägte. Mit diesem Ur-Quattro stieg Audi 1981 zum ersten Mal in der Rallye-Geschichte mit vier angetriebenen Rädern in den Sport ein und gewann mit ihm direkt drei WM-Läufe. Schon hier zeigte sich die Überlegenheit der Allradtechnologie. In den späteren Jahren entwickelte Audi dann auf Basis dieses Ur-Quattro einen nur für die Rallyes bestimmten Quattro Sport und der bahnbrechende Siegeszug mit u.a. Walter Röhrl als Rennfahrer, mehreren Weltmeistertiteln und dem Dreifachsieg der Rallye von Monte Carlo setzte sich fort. Der hier vorgestellte Quattro von 1981 bringt authentisch den Vibe dieser spannenden Zeit mit sich und besitzt eine gute Ausstattung, wie z.b. Schiebedach und natürlich Allradantrieb (seinerzeit eine Seltenheit), sowie einen Fünfzylinder-Turbo mit 200 PS und eine pneumatische Differenzialsperre mit zwei Stufen. Außerdem weitere Extras in Form hochwertiger und dezent sportlicher Modifizierungen, sowie einen aktuellen TÜV-Nachweis und ein Oldtimergutachten von September 2022.
Der Audi Quattro kann in Laufach besichtigt werden. ",verkauft für 48.000 €,6 Gebote,0 Kommentare,Alltagsklassiker,"Dieser Audi Quattro wurde am 10.12.1981 erstmals für den Straßenverkehr angemeldet. Das Fahrzeug wurde vom jetzigen Besitzer ca. 2002 gekauft, damals als reparierter Unfallschaden. Daraufhin wurden Schlossträger und Frontschürze mit original Audi-Teilen erneuert und 2005 wurde der Wagen neu lackiert. 2015 wurde das Fahrzeug final zusammengebaut, zwischenzeitlich (2005 - 2015) während der Instandsetzungsarbeiten in trockener und warmer Garage verwahrt. 2017 erfolgte die erste Technische Abnahme nach der Instandsetzung seitdem ist das Fahrzeug nur ca. 2800km bewegt worden."
1973 BMW 3.0 CS (E9),"Deutsche Erstauslieferung, Coupé Version des E3 „Sharknose"", langjährig ausschließlich als Sammlerobjekt verwahrt, 10.898 Exemplare (von 1971-1975), 3-Liter-Version, nahezu vollständiger Originalzustand","Markant, angriffslustig und wahrhaft lässig - die Baureihe E9 ist die Coupé-Variante des BMW E3 und aufgrund der typisch geformten Frontpartie auch unter dem Namen „Sharknose"" geläufig. Dieses bekannte und für BMW sehr prägende Design der 70er Jahre stammte seinerzeit maßgeblich vom Designer Wilhelm Hofmeister. Als Nachfolger des BMW 2000 gab es den E9 ab 1968 in verschiedenen Varianten, beim hier vorgestellten Exemplar handelt es sich um die 3-Liter-Sechszylinder Version, die ab 1971 gefertigt wurde und dem BMW eine sowohl laufruhige und geschmeidige, aber auch spritzige Fahrweise ermöglicht. Dieser 3.0 CS wurde nach dem Erstbesitz 1986 vorübergehend stillgelegt, seitdem überwiegend als Sammlerobjekt verwahrt und jeweils nur sporadisch über Kurzzeitkennzeichen bewegt. An diesem BMW 3.0 CS ist nahezu alles original und er weist einen tollen Pflegezustand auf. Nach Wunsch wären auch eine neue TÜV-Abnahme und ein H-Kennzeichen für das Exemplar zu erhalten.
Der BMW 3.0 CS kann in Borken besichtigt werden. ",verkauft für 47.000 €,8 Gebote,3 Kommentare,Alltagsklassiker,"Der BMW wurde im am 08.09.1973 erstmals für den deutschen Straßenverkehr angemeldet und blieb im Besitz eines Ehepaars, was auch der Original Fahrzeugbrief dokumentiert. Am 03.03.1986 erfolgte in diesem Besitz dann die vorübergehende Stilllegung des Fahrzeugs und er ging von da an in den Privatbesitz eines KFZ-Meister/Vertragshändler über, wo er bis ca. 2004 verblieb. Von ihm erwarb anschließend der jetzige Besitzer das Fahrzeug und verwahrte es als Sammlerobjekt mit gelegentlichen Fahrten über Kurzzeitkennzeichen. Der jetzige Verkäufer hat das Fahrzeug langjährig in seinem Besitz und durch verschiedene Arbeiten und Pflege einen sehr guten Zustand erhalten."
1994 Jeep Wrangler Sahara - YJ - 4.0,"Amerikanische Erstauslieferung, 2005 Import nach Europa, 4x4 Offroader, Zuschaltbarer Allradantrieb, US-Originalzustand, Klimaanlage, Unterboden restauriert, aktueller TÜV","Dieser amerikanische Jeep Wrangler YJ besitzt den von Chrysler nochmal verbesserten Motor: einen 4.0-L-Reihensechszylinder, der 184 PS bringt und damit viel leistungsfähiger ist als die Motoren der früheren Modelle. Im originalen, zeitgemäßen Radio mit Kassettendeck könnten die Rock-Classics der 90er Jahre laufen, während man mit offenem Verdeck über die Piste fährt. Es ist ziemlich unwahrscheinlich, dass der Jeep mit zuschaltbarem Allrad und aktivierter Untersetzung irgendwo nicht hinkommt. Fahrvergnügen ist definitiv garantiert. Aber auch an Komfort im Innenraum fehlt es nicht, es wurde noch in den USA eine Klimaanlage nachgerüstet. Dieser Jeep Wrangler befindet sich seit 2001 im Familienbesitz und steht seit jeher in einem Garagenstellplatz.
Der Jeep Wrangler kann in Frankfurt/Main besichtigt werden. ",verkauft für 21.110 €,28 Gebote,1 Kommentare,Alltagsklassiker,"Der Jeep Wrangler wurde von Chrysler in Toledo, Ohio hergestellt. Die erste Anmeldung für den amerikanischen Straßenverkehr erfolgte am 01.01.1994. Im Jahr 2000 wurde der Jeep mit einem Km-Stand von 125.955 von einem deutschen Privatmann vom Erstbesitzer in Florida gekauft. Er wurde von ihm in den USA bis 2005 gefahren, da er dort einen Ferienwohnsitz hatte. Ende des Jahres 2005 wurde er nach Valencia, Spanien verschifft und importiert und dort von ihm bis 2018 genutzt. Anschließend wurde er Mitte des Jahres 2018 von einem Familienmitglied übernommen und nach Deutschland importiert. Der Jeep befindet sich also seit 2000 im Familienbesitz. Am 06.08.2018 erhielt er ein Gutachten zur Einzelbetriebserlaubnis und ist seit dem 09.08.2018 für den deutschen Straßenverkehr zugelassen. Er steht seit August 2018 trocken in einem Garagenstellplatz."
1990 TRASCO 1000 SEL Sonderschutz (V 126),"Ehemaliges Vorstandsfahrzeug des Tengelmann Konzerns, Umbau eines V126 560 SEL zur luxuriösen, verlängerten und gepanzerten Version mit Fernseher und Videorekorder, Standheizung, Wechselsprechanlage und Sirene, seltene Farbkombination","Bei diesem durch TRASCO umgebauten Mercedes-Benz 560 SEL, handelt es sich um ein Stück Zeitgeschichte: Ende 1989, der Mordanschlag auf Alfred Herrhausen durch Mitglieder der Roten Armee Fraktion erschüttert die Bundesrepublik. Neben Politikern sehen sich nun auch Industrielle und Manager zunehmend durch den Terrorismus bedroht und treffen neue Sicherheitsvorkehrungen. So auch im Falle der Konzernführung der Tengelmann Gruppe. Wenige Monate nach dem Attentat auf Herrhausen wurde für die Geschäftsleitung um Erivan Haub bei Mercedes-Benz ein 560 SEL bestellt und anschließend bei TRASCO Bremen umfangreich umgebaut. Dabei wurde der bereits weitreichend ausgestattete SEL in eine gepanzerte Limousine mit luxuriöser Innenausstattung und Verlängerung umgebaut. Jetzt satte 39cm länger und mit einer umfangreichen Panzerung der Karosserie, Fenster und Reifen ausgestattet, wurde der TRASCO fortan für den Vorstand genutzt. Angetrieben wird die 2430 Kg schwere Limousine durch den ab Werk verbauten V8 mit 279 PS. Nach der Außerdienststellung als Vorstandsfahrzeug wurde der TRASCO im Firmenmuseum ""Technikum"" in Mülheim an der Ruhr ausgestellt und wird nun erstmals auf dem Markt angeboten.
Der TRASCO kann in Stuhr bei Bremen besichtigt werden. ",verkauft für 41.000 €,11 Gebote,9 Kommentare,Alltagsklassiker,"Die Limousine wurde im Juli 1990 im Mercedes-Benz Werk Sindelfingen gefertigt. Am 06. August 1990 erfolgte die Auslieferung an die Mercedes-Benz Niederlassung Duisburg, wobei der 560 SEL dann nach Bremen zu TRASCO zum Umbau gegeben wurde. Die erste Anmeldung für den Straßenverkehr erfolgte am 07.01.1991."
1975 Rolls-Royce Corniche Coupé (I.),"Linkslenker-Ausführung, Luxus-Coupé der Oberklasse, nur 1.108 gefertigte Einheiten, Bi-Color-Lack, eingetragene LPG-Anlage (Flüssiggas), H-Zulassung","Der Luxus-Hersteller Rolls-Royce hat seit seiner Gründung durch Kaufmann Charles Rolls und Ingenieur Henry Royce im Jahr 1906 spektakuläre Automobilgeschichte geschrieben. Die Marke wurde zu einem der edelsten Automobilhersteller weltweit, mit großer Fangemeinde. Dies insbesondere durch die hohen Maßstäbe in puncto einzigartige Fahreigenschaften und -komfort, sowie einer überragenden Qualität und detaillierten Verarbeitung der Automobile insgesamt. Henry Royce sagte dazu einst: „Nimm das Beste, was es gibt und mache es besser. Wenn es nicht existiert, erfinde es und akzeptiere nichts, was fast richtig oder gut genug ist."" Dieser besonderen Philosophie entstammt auch das hier präsentierte Oberklasse-Modell „Corniche"", benannt nach einem französischen Wort für eindrucksvolle Panorama-Küstenstraßen. Das Coupé bietet, wie auch der Namensgeber, faszinierende Impressionen und ein unnachahmliches Fahrerlebnis. Mit dem luxuriös gestalteten Innenraum und einem laufruhigen V8 mit 173 PS „rollt"" dieses Coupé stets „königlich"" an jedes Ziel. Weitere Besonderheiten sind zudem eine bereits vorhandene H-Zulassung, der Einbau einer LPG-Anlage (Flüssiggas), sowie ein Wertgutachten aus 2020 mit der Gesamteinstufung 2+.
Das Rolls-Royce Corniche Coupé kann in Köln besichtigt werden. ",verkauft für 46.000 €,21 Gebote,0 Kommentare,Alltagsklassiker,"Bei diesem Corniche Coupé handelt es sich vermutlich um einen US-Import, am 01.07.1975 erfolgte erstmals die Anmeldung für den Straßenverkehr. Es lassen sich historisch nicht mehr alle Zeiträume der Besitzerwechsel herausfinden, aber vorliegende Fahrzeugpapiere belegen die Anzahl von drei Vorbesitzern im Zeitraum 1975 bis 2020. Die letzte Inbetriebnahme, bevor der jetzige Besitzer das Fahrzeug erwarb, erfolgte im Raum Höxter."
"1987 BMW 325e ""Eta"" (E 30)","Deutsche Erstauslieferung, limitierte „Eta""-Version in seltenerer 129 PS Ausführung, geringe Laufleistung, absoluter Originalzustand mit Kult-Faktor, Erstlack, nachvollziehbare Historie, Aktueller TÜV","Ende der 80er & zurück in die Zukunft: dieser BMW 325e ist eine visionäre und umweltbewusste (heute als „Efficient Dynamics"" bezeichnete) Exklusiv-Variante des 3er BMW (E30), welcher aber im Vergleich mehr Hubraum, höheres Drehmoment, niedrigere Drehzahlen, sowie Verlagerung der Betriebspunkte erhielt und eine Fahrweise ermöglicht, die effizienter und gelassener daherkommt, ohne auf echten Fahrspaß zu verzichten. Die Zusatzbezeichnung e steht hier für den Buchstaben Eta (η) im griechischen Alphabet und physikalisch für „Wirkungsgrad"". Unter dieser Prämisse wurde auch der BMW 325e entwickelt, was sich insbesondere an der Kombination aus Laufruhe und durchgängig vorhandenem Drehmoment (auch in den unteren und mittleren Drehzahlbereichen), sowie einer Kraftstoffeinsparung widerspiegelt. Optisch hat der 325e absoluten Kult-Faktor, prägte er doch ganze Generationen und versetzt den Betrachter direkt hinein in das Lebensgefühl Ende der 80er Jahre. Weiterhin besitzt dieser gelassene Oldtimer einen sagenhaft guten und originalen Erhaltungszustand, ein H-Gutachten, einen aktuellen TÜV und weitere spannende Sonderausstattungsmerkmale.
Der BMW 325e kann in Baden-Baden besichtigt werden. ",verkauft für 10.100 €,13 Gebote,1 Kommentare,Alltagsklassiker,"Der BMW 325e wurde am 05. Oktober 1987 erstmals für den deutschen Straßenverkehr zugelassen. Im anschließenden Langzeitbesitz wurde das Fahrzeug mehrmals innerhalb der gleichen Familie umgemeldet, verblieb aber stets für die nächsten 23 Jahre innerhalb dieses Familienbesitzes bis zum Jahr 2011. Anschließend wurde der 325e von einem Sammler erworben, bis zum Jahr 2021 als Teil seiner Sammlung verwahrt, sowie ein Katalysator nachgerüstet und der 325e wurde in dieser Zeit nur ca. 10.000 km bewegt. Darauffolgend hat der jetzige Besitzer den BMW 325e erworben, ihn angemeldet und in dieser Zeit auch das H-Gutachten erworben. Seitdem wurde er ca. 3000 km bewegt."
1964 Mercedes-Benz 230 SL Pagode (W 113),"Deutsche Erstauslieferung, 19.831 Einheiten, nachvollziehbare Historie, nur 2 Besitzer, automatisches Schaltgetriebe, Motorrevision, Faltdach mit Hardtop, Notsitz, TÜV Neu","Der W113 SL (auch Pagode genannt) teilte zwar die technischen Grundlagen anderer Modelle dieser Baureihe, wie den Sechszylindermotor mit Benzineinspritzung, doch das neue und raffinierte Karosseriedesign machte dieses Modell sofort zu einem zeitlosen Klassiker. Das Fahrzeug kombiniert luxuriöse Ausstattungsmerkmale, einen einzigartigen Stil und hervorragende Technik und befördert seine Insassen sicher, schnell und mit unvergleichlichem Komfort. Dieses zweisitzige Faltdach-Cabriolet verfügt über ein, seit diesem Modell erstmals erhältliches, Automatikgetriebe und ein zusätzliches Hardtop, sowie einen Notsitz und ist, mit nur zwei Vorbesitzern, ein inzwischen selten gewordener Fund.
Die Pagode kann in Dornburg besichtigt werden. ",verkauft für 72.000 €,13 Gebote,0 Kommentare,Luxusfahrzeug,"Der 230 SL wurde am 15.01.1964 zum ersten Mal für den Straßenverkehr angemeldet. Im Oktober 1999 erwarb der jetzigen Verkäufer das Fahrzeug und am 30.04.2001 erlangte der SL eine H-Zulassung. Am 20.04.2006 wurde der Mercedes in Dornburg neu angemeldet. Über die Jahre wurden regelmäßige Hauptuntersuchungen durchgeführt, die Berichte sind vorhanden. Durch ein Sachverständigungsbüro in Limburg, wurde am 11.06.2019 eine Classic Data Kurzbewertung gemacht mit einer Zustandsbewertung 2,0. Zuletzt erfolgte eine Hauptuntersuchung am 05.05.2020 ohne festgestellte Mängel. Für den Verkauf wird eine neue TÜV-Abnahme gemacht."
1986 VW Scirocco II Scala (Typ 53B),"Deutsche Erstauslieferung, Ausstattugsvariante Scala in ""Alpinweiß"", Rundum-Spoiler Set, 18.875 Exemplare, größtenteils Erstlack, Originalzustand, aktueller TÜV","Das auf dem Golf I basierende Scirocco Model entstand durch die Idee, ein preislich attraktives Coupé zu produzieren. Ziel war es nicht nur eine strömungsgünstigere Karosserie zu erschaffen, sondern auch mehr Platz für Insassen und Gepäck zu erlangen. Die Erwartungen wurden nicht enttäuscht: Der Scirocco bietet sportlichen Fahrspaß trotz einer robusten und geräumigen Karosserie und ist zudem auch noch überschaubar im Unterhalt. Das Coupé gewinnt schnell an Seltenheitswert, besonders die Varianten mit spezieller Ausstattung, wie dieser Scala, von dem nur 18.875 Exemplare hergestellt wurden. Das Styling des Scala ist ein echtes Plus: farbige Sitze, Türverkleidungen, Teppichboden von guter Qualität und die charakteristischen Felgen in Wagenfarbe, welche für ihre legendäre Zuverlässigkeit bekannt sind.
Der Scirocco Scala kann in Bad Honnef besichtigt werden. ",verkauft für 6.000 €,0 Gebote,0 Kommentare,Daily Driver,"Der Scirocco II wurde am 19.12.1986 erstmalig für den Straßenverkehr zugelassen. Nach 4 Vorbesitzern erfolgte dann am 30.07.2013 eine neue Zulassung im Kreis Unna und ein weiterer Besitzerwechsel am 11.03.2014 im Kreis Olpe. Der jetzige Verkäufer erwarb das Coupé am 01.03.2017 und melde es in Neuwied an. Am 24.07.2017 bekam der Scala dann eine H-Zulassung und am 12.07.2018 die nächste TÜV-Abnahme, ohne festgestellte Mängel. Am 27.02.2021 wurde durch die DEKRA die aktuelle Hauptuntersuchung durchgeführt und lediglich normal altersbedingtes, ölfeuchtes Getriebe festgestellt."
1966 Mercedes-Benz 250 SE b Coupé (W 111),"Französische Erstauslieferung, seltener Schalter, Langzeitbesitz (1 Vorbesitzer), Erstlack, unrestaurierter und ungeschweißter Originalzustand, TÜV Neu","Anfang & Mitte der 60er Jahre: eine unvergesslich spannende und prägende Zeit. Aufbruch der jüngeren Generationen und endgültiges Nachkriegszeitende. Bürgerrechtsbewegungen, Demonstrationen und auch die Hippiebewegung wächst rasant. Die Beatles, Elvis, Bob Dylan und viele weitere Ikonen machen weltweit Karriere und der erste Mensch betritt das Weltall -- neben vielen weiteren prägenden gesellschaftlichen und politischen Ereignissen, verändert sich in dieser Zeit auch die Lebenssituation der einzelnen Menschen, der Wohlstand ist gestiegen und auch die Bedürfnisse. Jährlicher Urlaub mit dem Auto wird zur Normalität. Und die Fahrzeugherstellung? Passt sich den Veränderungen an, es wird immer sicherer, stabiler und spritsparender entwickelt und hergestellt. Aus dieser historischen und bewegenden Zeitspanne entstammt auch das hier vorgestellte Mercedes-Benz 250 SE Coupé aus der Baureihe W 111, die 1961 erstmals präsentiert wurde und seinerzeit mit dem ab 1965 neu hinzu gekommenen 2,5l-Motor technisch weit vorne war. Das Coupé schafft es spielend, das damalige Flair und den Zeitgeist eindrucksvoll wiederzugeben und befindet sich in einem beinahe vollständig original erhaltenen, sehr guten Zustand mit deutschen Zulassungspapieren.
Das Mercedes-Benz 250 SE Coupé kann in Berlin besichtigt werden. ",verkauft für 35.500 €,11 Gebote,1 Kommentare,Alltagsklassiker,"Das 250 SE Coupé wurde damals direkt von Mercedes-Benz an den Käufer in Frankreich ausgeliefert und die erste Anmeldung für den Straßenverkehr erfolgte am 31.01.1966. Nach dem französischen Langzeitbesitz wurde das Fahrzeug 2009 vom jetzigen Verkäufer direkt vom Erstbesitzer erworben und wieder nach Deutschland importiert, somit ergibt sich bei diesem Coupe auch keine allzu lange Historie, da es bisher nur einen Vorbesitzer gibt."
1964 Mercedes-Benz 220 b (W 111/1),"Deutsche Erstauslieferung, ""große Heckflosse"", umfangreiche Sicherheit, Lenkradschaltung, Umbau zum Bestattungswagen, komplette Restaurierung, Seltenheitswert, aktueller TÜV","Der Mercedes 220 b wird umgangssprachlich auch als große Heckflosse bezeichnet, wobei die ""Flossen"" des Fahrzeuges, Mercedes zufolge, als Einparkhilfe dienen sollen. Die elegante Karosserieform wurde zusätzlich mit einer, bis dahin unbekannten, umfangreichen Sicherheit für die Insassen ausgestattet. Das Besondere an diesem Fahrzeug ist allerdings der Umbau zum Bestattungswagen, was nicht nur den Seltenheitswert unwahrscheinlich steigert. Durch den dadurch vorhandenen extra Stauraum, lässt sich das Fahrzeug auch wunderbar als Kombi nutzen. Dieser Mercedes wurde vor einigen Jahren vom Grund auf restauriert und verfügt über einen aktuellen TÜV.
Der Mercedes-Benz kann in Berlin besichtigt werden. ",verkauft für 23.000 €,13 Gebote,1 Kommentare,Alltagsklassiker,"Der W 111 wurde am 28.01.1964 in Düren für den Straßenverkehr zugelassen. Nach dem Erstbesitz wurde die Limousine am 03.11.1967 in den Landkreis Aachen verkauft. Um diesen Zeitraum wurde die Limousine dann umfangreich zu einem Bestattungswagen umgebaut. Im März 1981 wechselte das Fahrzeug dann noch einmal Besitzer, bevor es dann für einige Jahre stillgelegt wurde (genaue Daten sind leider nicht nachvollziehbar). Im Zuge des Erwerbs durch den jetzigen Verkäufer in 2017, wurde eine komplette Restaurierung durchgeführt. Zusätzlich wurde der Innenraum mit einem Rostschutzmittel an den Türen und Schweller behandelt. Im Juni 2017 bekam der Mercedes-Benz dann auch eine H-Zulassung und wurde im August desselben Jahres in Berlin angemeldet. Seitdem sind noch einige Wartungs-, sowie Restaurierungsarbeiten gemacht worden. Die in 2019 gemachten Arbeiten sind anhand von Rechnungen belegt. Anfang März 2022 wurden nochmal 7.000€ investiert, um die Abgaskrümmer, Ventilschaftdichtungen und Ventildeckeldichtung, zu erneuern, sowie den Block neu zu planen und die Vergaser zu überholen. Auch hierzu sind alle Rechnungen vorhanden. Am 21.01.2022 bekam der 220 b eine Vollabnahme durch die DEKRA, es wurden keine Mängel festgestellt."
Kein Mindestpreis: 1979 Renault R4 (TL),"In Frankreich hergestellt, spanische Erstauslieferung, deutscher Fahrzeugbrief, pragmatische Karosserie mit Frontantrieb, charismatische Revolverschaltung, TÜV Neu","Pragmatisch, praktisch, gut: so kennt man diesen charmanten kleinen Renault. Nicht ohne Grund erfreute sich der R4 großer Beliebtheit. Dieser erschwingliche Kleinwagen aus Frankreich, wurde 1980 als Erstauslieferung in das sonnige Spanien exportiert, wo er, bis zu dem diesjährigen Import nach Deutschland, verweilte. Die sinnvoll konstruierte Karosserie und effiziente Ausstattung, machten den R4 zu einem der erfolgreichsten Kleinwagen Europas. Das Fahrzeug verfügt über einen neuen TÜV und einen deutschen Fahrzeugbrief seit Juni 2022.
Der Renault R4 kann in Nürnberg besichtigt werden. ",verkauft für 4.650 €,5 Gebote,6 Kommentare,Daily Driver,Der Renault R4 wurde 1979 in Frankreich produziert und anschließend nach Spanien exportiert. Am 28.01.1980 wurde der Fahrzeugbrief ausgestellt. Die erste Anmeldung für den Straßenverkehr erfolgte am 31.03.1980. Die konkrete Historie in der Zeit in Spanien ist leider nicht weiter nachvollziehbar. Am 11.10.2021 wurde das Fahrzeug in Spanien abgemeldet und am 29.12.2021 wurde dies schriftlich vermerkt. Im Oktober 2021 wurde der R4 nach Deutschland importiert und am 21.06.2022 wurde eine TÜV Abnahme zur Erlangung einer Einzelbetriebserlaubnis durchgeführt.
